Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_434436	12.1716125248136	-7.49236061111806	5.88815962412955e-06	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Malvales	f__Malvaceae	g__Gossypium	NA	Gossypium (taxid 3633)	0	0	0	0.0169718331044884	0.0183919057106166	0.01468641228097	0	0	0	0.101958191159867	0.256563157784299	0.199886894311292	gene_434436	57918.XP_004287260.1	1.86e-92	298.0	COG3808@1|root,2QPJC@2759|Eukaryota,37HW9@33090|Viridiplantae,3G71T@35493|Streptophyta,4JS8X@91835|fabids	35493|Streptophyta	C	Pyrophosphate-energized vacuolar membrane proton	-	-	3.6.1.1	ko:K01507	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	-
gene_43481	24.6293008788995	-8.52898506767854	0.00081321410710165	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Proteales	f__Proteaceae	g__Macadamia	s__Macadamia	Macadamia integrifolia (taxid 60698)	0	0	0	0	0	0	0	0	0	1.06745793179548	1.2493510292105	0.589140320075388	gene_43481	55529.EKX36890	3.89e-77	232.0	COG0200@1|root,KOG1742@2759|Eukaryota	2759|Eukaryota	J	structural constituent of ribosome	RPL27A	GO:0000003,GO:0000184,GO:0000956,GO:0002181,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005783,GO:0005829,GO:0005840,GO:0005844,GO:0005911,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0007275,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009506,GO:0009791,GO:0009892,GO:0009908,GO:0009987,GO:0010229,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0012505,GO:0015031,GO:0015833,GO:0015934,GO:0016020,GO:0016070,GO:0016071,GO:0019222,GO:0019439,GO:0019538,GO:0022414,GO:0022625,GO:0022626,GO:0030054,GO:0030684,GO:0030687,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0034641,GO:0034645,GO:0034655,GO:0042788,GO:0042886,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045047,GO:0045184,GO:0046483,GO:0046700,GO:0046907,GO:0048367,GO:0048519,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055044,GO:0060255,GO:0061458,GO:0065007,GO:0070013,GO:0070727,GO:0070972,GO:0071702,GO:0071704,GO:0071705,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0090304,GO:0090567,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1990904	3.6.4.13	ko:K02900,ko:K10394,ko:K11273	ko03010,ko04340,map03010,map04340	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko01000,ko03011,ko03036,ko04812	-	-	-	-
gene_435541	53.8542331758023	-9.66332760194284	8.04475525806784e-22	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Celastrales	f__Celastraceae	g__Tripterygium	s__Tripterygium	Tripterygium wilfordii (taxid 458696)	0	0	0	2.27807491773648	1.68826317986938	1.81869262184548	0	0	0	1.18313546360357	0.355485447486698	1.0568084092074	gene_435541	3075.A0A087SET3	1.49e-107	312.0	COG0094@1|root,KOG0397@2759|Eukaryota,37J8Q@33090|Viridiplantae,34HQ7@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the universal ribosomal protein uL5 family	RPL11	-	-	ko:K02868	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_435771	84.056141411499	-4.6404294089477	8.94943053201696e-06	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Brachypodium	s__Brachypodium	Brachypodium distachyon (taxid 15368)	0.0445057863280532	0.0376202977228916	0	0.257591186557842	0.423529492251956	0.222904051815844	0.159774692166334	0.146829384426634	0.0751182904140258	1.26999885212963	1.32127628472392	1.25536442034756	gene_435771	81824.XP_001747496.1	1.04e-230	637.0	COG5277@1|root,KOG0676@2759|Eukaryota,38C0D@33154|Opisthokonta	33154|Opisthokonta	Z	ATP binding	-	-	-	ko:K05692	ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418	-	-	-	ko00000,ko00001,ko03019,ko03021,ko03029,ko03036,ko04147,ko04812	-	-	-	-
gene_437323	62.321430338414	-9.8688364951907	8.08413907320902e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Cucurbitales	f__Cucurbitaceae	g__Cucurbita	s__Cucurbita	Cucurbita pepo subsp. pepo (taxid 3664)	0	0	0	0.0230871899720975	0.0875663203064174	0.0599348323045254	0	0	0	1.35922239615875	1.31227380979098	1.53128779549959	gene_437323	55529.AAC35612	2.85e-182	510.0	2CNIT@1|root,2QWJF@2759|Eukaryota	2759|Eukaryota	C	photosynthetic electron transport in photosystem II	psbD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	1.10.3.9	ko:K02706	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
gene_437354	18.922210142535	-6.0819494083401	1.07362644693348e-06	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Brachypodium	s__Brachypodium	Brachypodium distachyon (taxid 15368)	0.0175292728973068	0	0	0.192416856301193	0.132692522182117	0.136232241526544	0	0.0444853538470501	0.0211331912558302	0.399325823536559	0.44424776474258	0.932504310303375	gene_437354	5762.XP_002669255.1	1.43e-97	295.0	COG5023@1|root,KOG1375@2759|Eukaryota	2759|Eukaryota	Z	structural constituent of cytoskeleton	TUB1	GO:0000902,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005198,GO:0005200,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005794,GO:0005829,GO:0005856,GO:0005886,GO:0005911,GO:0006950,GO:0006970,GO:0006996,GO:0007010,GO:0007017,GO:0008150,GO:0009266,GO:0009314,GO:0009409,GO:0009416,GO:0009506,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009628,GO:0009651,GO:0009653,GO:0009826,GO:0009987,GO:0010035,GO:0010038,GO:0012505,GO:0015630,GO:0016020,GO:0016043,GO:0016049,GO:0030054,GO:0030312,GO:0031090,GO:0032502,GO:0032989,GO:0032991,GO:0040007,GO:0042221,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044434,GO:0044435,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045298,GO:0046686,GO:0048046,GO:0048589,GO:0048856,GO:0048869,GO:0050896,GO:0055044,GO:0060560,GO:0071840,GO:0071944,GO:0097159,GO:0098588,GO:0098805,GO:1901363	2.7.7.6	ko:K03010,ko:K07375,ko:K15223	ko00230,ko00240,ko01100,ko03020,ko04145,ko04540,ko05016,ko05130,ko05169,map00230,map00240,map01100,map03020,map04145,map04540,map05016,map05130,map05169	M00180	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03036,ko03400,ko04147,ko04812	-	-	-	-
gene_437413	22.2444645512432	-8.37275778286632	1.42963420202228e-07	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Hordeum	s__Hordeum	Hordeum vulgare subsp. vulgare (taxid 112509)	0	0	0	0.0726437697211221	0.0787220422772888	0.0628615863236424	0	0	0	0.610969848682821	0.900487659015669	0.720477334104933	gene_437413	1117647.M5M_12520	9.05e-21	90.1	COG0711@1|root,COG0711@2|Bacteria,1RHZ0@1224|Proteobacteria,1S402@1236|Gammaproteobacteria,1J5YT@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0)	atpF	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0031224,GO:0031225,GO:0032991,GO:0033177,GO:0034220,GO:0034641,GO:0034654,GO:0036442,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044769,GO:0045259,GO:0045260,GO:0045263,GO:0045264,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0046961,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	e_coli_core.b3736,iAF1260.b3736,iB21_1397.B21_03564,iBWG_1329.BWG_3427,iE2348C_1286.E2348C_4046,iEC042_1314.EC042_4123,iEC55989_1330.EC55989_4211,iECABU_c1320.ECABU_c42210,iECBD_1354.ECBD_4296,iECB_1328.ECB_03620,iECDH10B_1368.ECDH10B_3923,iECDH1ME8569_1439.ECDH1ME8569_3624,iECD_1391.ECD_03620,iECED1_1282.ECED1_4426,iECH74115_1262.ECH74115_5172,iECIAI1_1343.ECIAI1_3920,iECIAI39_1322.ECIAI39_4340,iECO103_1326.ECO103_4422,iECO111_1330.ECO111_4570,iECO26_1355.ECO26_4842,iECOK1_1307.ECOK1_4185,iECP_1309.ECP_3935,iECS88_1305.ECS88_4158,iECSE_1348.ECSE_4026,iECSF_1327.ECSF_3584,iECSP_1301.ECSP_4786,iECUMN_1333.ECUMN_4266,iECW_1372.ECW_m4039,iECs_1301.ECs4678,iEKO11_1354.EKO11_4609,iETEC_1333.ETEC_4027,iEcDH1_1363.EcDH1_4231,iEcE24377_1341.EcE24377A_4252,iEcHS_1320.EcHS_A3952,iEcSMS35_1347.EcSMS35_4104,iEcolC_1368.EcolC_4258,iG2583_1286.G2583_4532,iJO1366.b3736,iJR904.b3736,iSDY_1059.SDY_4012,iSFV_1184.SFV_3762,iSF_1195.SF3816,iSFxv_1172.SFxv_4159,iSSON_1240.SSON_3883,iS_1188.S3952,iSbBS512_1146.SbBS512_E4185,iUMN146_1321.UM146_18870,iUMNK88_1353.UMNK88_4548,iUTI89_1310.UTI89_C4291,iWFL_1372.ECW_m4039,iY75_1357.Y75_RS18390,iZ_1308.Z5234,ic_1306.c4664	-
gene_438139	20.1805685548943	-8.22598642489323	4.76870285755618e-10	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	NA	NA	Poaceae (taxid 4479)	0	0	0	0.226706321102156	0.056694314851075	0.173542192824673	0	0	0	0.324769577712897	0.369074340739248	0.140528883687707	gene_438139	3055.EDP06660	3.59e-178	515.0	COG0443@1|root,KOG0100@2759|Eukaryota,37ISV@33090|Viridiplantae,34GQX@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the heat shock protein 70 family	-	-	-	ko:K09490	ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020	-	-	-	ko00000,ko00001,ko03110,ko04131,ko04147	1.A.33	-	-	-
gene_438225	13.4030858483754	-7.64744659911323	0.00225658257067839	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Solanales	NA	NA	NA	Solanales (taxid 4069)	0	0	0	0	0	0	0	0	0	0.188823358746462	0.339390633919387	0.334000811381322	gene_438225	340170.XP_007373316.1	6.44e-40	154.0	COG1034@1|root,KOG2282@2759|Eukaryota,38DHR@33154|Opisthokonta,3NW5Z@4751|Fungi,3QJRY@4890|Ascomycota,3RTRT@4891|Saccharomycetes,47AXG@766764|Debaryomycetaceae	4751|Fungi	C	Belongs to the complex I 75 kDa subunit family	NdufS1	GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0006091,GO:0008137,GO:0008150,GO:0008152,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0019866,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0045333,GO:0048037,GO:0050136,GO:0051536,GO:0051540,GO:0055114,GO:0070469,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1902494,GO:1990204	1.6.5.3,1.6.99.3	ko:K03934	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016	M00143	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1.6	-	-	-
gene_438629	67.5981285615009	-9.50609360789342	1.2040994595364e-17	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Rosales	f__Rosaceae	g__Malus	s__Malus	Malus sylvestris (taxid 3752)	0	0	0	2.33432419515331	0.989098974533556	1.09037250158545	0.00968605782538116	0	0	0.300848872272287	0.781463759914102	0.260356628701871	gene_438629	70448.Q0P3Q0	1.74e-252	692.0	2CNIT@1|root,2QWJF@2759|Eukaryota,37RZQ@33090|Viridiplantae,34J3C@3041|Chlorophyta	3041|Chlorophyta	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex	psbD	-	1.10.3.9	ko:K02706	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
gene_439393	10.1622414060982	-7.24707833544514	0.0035383272070883	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Bryopsida	o__Funariales	f__Funariaceae	g__Physcomitrium	s__Physcomitrium	Physcomitrium patens (taxid 3218)	0	0	0	0	0	0	0	0	0	0.643946470483371	0.362969351644313	0.318933105604721	gene_439393	3055.DAA00911	1.4e-83	250.0	COG1290@1|root,KOG4663@2759|Eukaryota,37QS7@33090|Viridiplantae,34J8E@3041|Chlorophyta	3041|Chlorophyta	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	petB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02635	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_440461	22.3001353793426	-8.38013507759271	9.46366239400576e-08	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Myrtales	f__Myrtaceae	g__Eucalyptus	s__Eucalyptus	Eucalyptus grandis (taxid 71139)	0	0	0	0.0456933968197763	0.0990333384417816	0.0158161363025831	0	0	0	0.428224402871441	0.176831222595947	0.611799563155211	gene_440461	83406.HDN1F_04070	2.2e-23	108.0	COG1450@1|root,COG1450@2|Bacteria,1MUUA@1224|Proteobacteria,1RPJS@1236|Gammaproteobacteria,1J4UY@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	NU	general secretion pathway protein D	xcpQ	-	-	ko:K02453	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	-
gene_440490	140.448837086705	-11.042164097203	9.5510224808125e-14	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Lamiales	f__Lamiaceae	g__Salvia	s__Salvia	Salvia miltiorrhiza (taxid 226208)	0	0	0	0.520469548537643	0.367838114212332	0.440592368429101	0	0	0	1.90321956831752	3.74924294575455	2.80543009559709	gene_440490	234267.Acid_1280	1.14e-74	234.0	COG0810@1|root,COG0810@2|Bacteria,3Y31T@57723|Acidobacteria	57723|Acidobacteria	M	TIGRFAM TonB family	-	-	-	ko:K03832	-	-	-	-	ko00000,ko02000	2.C.1.1	-	-	-
gene_440586	218.371737172744	-11.6801360180178	1.3495564276638e-12	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Ericales	f__Actinidiaceae	g__Actinidia	s__Actinidia	Actinidia eriantha (taxid 165200)	0	0	0	0.538959187854728	0.263766842874209	0.436293906298085	0	0	0	4.9506918770991	9.98719023960343	5.73334116366048	gene_440586	55529.AAC35645	3.83e-89	264.0	2CXNY@1|root,2RYSJ@2759|Eukaryota	2759|Eukaryota	A	photosynthesis	psbV	-	-	ko:K02720	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	-
gene_441008	18.6793985120927	-8.11743685035425	1.0643614237812e-12	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Solanales	f__Solanaceae	g__Nicotiana	s__Nicotiana	Nicotiana attenuata (taxid 49451)	0	0	0	0.141946240510266	0.334398285647574	0.218961055825371	0	0	0	0.0593211294021044	0.17912773198031	0.137721113783857	gene_441008	153721.MYP_727	6.72e-96	303.0	COG1007@1|root,COG1007@2|Bacteria,4NF94@976|Bacteroidetes,47KJD@768503|Cytophagia	976|Bacteroidetes	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoN	-	1.6.5.3	ko:K00343	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	-
gene_441998	21.2672611254877	-8.29826386632674	7.08656653475888e-12	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Bryopsida	o__Funariales	f__Funariaceae	g__Physcomitrium	s__Physcomitrium	Physcomitrium patens (taxid 3218)	0	0	0	0.740589080923128	0.682172502721052	1.02537860288954	0	0	0	0.978798635134723	1.43302185584248	1.19358298612676	gene_441998	45157.CMW047CT	1.31e-26	99.4	COG0636@1|root,KOG3025@2759|Eukaryota	2759|Eukaryota	C	ATP hydrolysis coupled proton transport	atp9	GO:0000276,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005753,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006839,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009628,GO:0009651,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016021,GO:0016310,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0019866,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0033177,GO:0033554,GO:0034220,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0042776,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046034,GO:0046390,GO:0046483,GO:0046907,GO:0046933,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0055085,GO:0055086,GO:0071214,GO:0071470,GO:0071472,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098798,GO:0098800,GO:0099131,GO:0099132,GO:0104004,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600,GO:1990542	1.6.5.3	ko:K02128,ko:K03880	ko00190,ko01100,ko04714,ko04723,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map05010,map05012,map05016	M00142,M00158	R11945	RC00061	ko00000,ko00001,ko00002,ko01000,ko03029	3.A.2.1,3.D.1.6	-	-	-
gene_442151	20.6932605328414	-4.62701151109618	2.92975307544885e-10	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Arecales	f__Arecaceae	g__Elaeis	s__Elaeis	Elaeis guineensis (taxid 51953)	0.0307233492716238	0	0.0613660653899965	0.367905543426328	0.44852518442665	0.437749837019881	0.055148038909025	0.0389844767584364	0.0370398943516164	0.442038093286649	0.370775144152793	0.513122214259209	gene_442151	121225.PHUM528640-PA	6.01e-108	334.0	COG5272@1|root,KOG0001@2759|Eukaryota,38ECC@33154|Opisthokonta,3B9NC@33208|Metazoa,3CXIG@33213|Bilateria,41XBP@6656|Arthropoda,3SFZR@50557|Insecta,3ECCE@33342|Paraneoptera	33208|Metazoa	O	Ubiquitin-like domain	-	GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005700,GO:0005704,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016567,GO:0019538,GO:0019941,GO:0030163,GO:0031386,GO:0032446,GO:0036211,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0051603,GO:0070647,GO:0071704,GO:0098687,GO:1901564,GO:1901565,GO:1901575	-	ko:K08770	ko03320,map03320	-	-	-	ko00000,ko00001,ko04121	-	-	-	-
gene_442707	208.638525923742	-10.1066458745236	6.94746242190174e-20	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Solanales	f__Solanaceae	g__Solanum	s__Solanum	Solanum dulcamara (taxid 45834)	0	0	0	5.62463242689076	2.61707773062544	3.04706940701568	0.0373680700804322	0	0.0188235528672149	4.49284619406102	6.16155350209322	3.51552584438428	gene_442707	88036.ADH10418	1.15e-122	357.0	28IP8@1|root,2QR09@2759|Eukaryota,37PUB@33090|Viridiplantae,3GEYD@35493|Streptophyta	35493|Streptophyta	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors	psbA	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0010287,GO:0016020,GO:0016168,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0046906,GO:0048037,GO:0055035,GO:0097159,GO:1901363	1.10.3.9	ko:K02703	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
